department,abstract
3,"Maqui (Aristotelia chilensis) is an edible berry native to Southern Chile. The anthocyanin profiles and concentrations of this fruit have been widely studied. The high concentration of anthocyanins confers a deep colour to the skin and pulp of maqui berries, and the biological activity of this fruit has been attributed to these compounds. However, other compounds such as flavonols and hydroxycinnamic acid derivatives in this fruit have not been studied to date."
3," Non-communicable diseases (NCDs) present a long duration and a slow progression. Good nutrition plays a predominant role in NCD prevention. In Chile, the cultivation of strawberry (Fragaria ananassa) has recently been adapted to volcanic soils with low available phosphorus (P), which can affect the fruit quality in terms of their antioxidant compound content and anti-inflammatory activities. Here, we carried out a study using organic (OF) or chemical (TF) fertilisers at 50 and 100% of the agronomical dose recommendation and without fertilisation (WF) under field conditions. Identification of phenolic compounds was done by HPLC-DAD-ESI-MS/MS, whereas antioxidant activities were determined by spectrophotometric methods. The highest concentrations of anthocyanins and ascorbic acid were obtained in the OF treatments, showing a relationship with the CUPRAC (cupric reducing antioxidant capacity …"
3,"2-Ferrocenyl-1,8-naphthyridine (1) and cis,cis,cis-dicarbonyl-dichloro-bis (2-ferrocenyl-1,8-naphthyridine) ruthenium(II) complex (2) have been synthesized and characterized by IR, 1H-NMR spectroscopy and elemental analysis. The structure of the compounds was determined by X-ray analysis. The complex (2) showed catalytic activity in the hydrogenation reaction of N-benzylideneaniline by hydrogen transfer with conversions between 89% and 33% for catalyst/substrate relations 200/1 and 400/1."
3,"Three cationic bis-cyclometallated iridium complexes [Ir(C^N-ppyMe)2(P^N)][PF6](1-3) with 4-methyl-2-phenylpyridine (ppyMe) as the C^N-cyclometallated ligands and 8-(diphenylphosphino)quinoline (Ph2Pqn, L1), 2-(diphenylphosphinoamino)pyridine (Ph2PNHpy, L2) or 2-(diphenylphosphinoamino) pyrimidine (Ph2PNHpym, L3) as P^N-ligands, were prepared, and their crystal structures and photoluminescence were investigated. The substitution of an “aromatic CAr” (of a quinolyl group) by an “NH” bridge between the phosphine and imine ligating units of the P^N ligand dramatically changes the luminescence characteristics of the resulting complexes. The complexes 2–3 featuring the P–NH–N ligand emit in the blue region, whereas complex 1 incorporating the P–CAr–N unit displays orange photoluminescence."
3," Two ruthenium (II) complexes containing heterobidentated phosphorou-nitrogen ligands were studied as homogeneous catalysts in the hydrogenation of furfural, a key step in the transformation of biomass to biofuels or renewable chemicals. The catalysts exhibited high percentages of conversion towards the formation of furfuryl alcohol. The studied ruthenium (II) complexes are able to maintain their catalytic activities in substrate/catalyst ratios ranging from 1000/1 to 6000/1. The reaction is sensitive to hydrogen pressure and the substrate concentration. The maximum conversion is achieved at a pressure of 40 bar and a substrate/catalyst ratio of 3000/1 (TOF 3000 h−1). In situ 1H‐NMR (proton nuclear magnetic resonance) analysis suggests that the presence of a phosphorous–nitrogen ligand improves the catalytic activity of the complex by stabilizing the intermediate ruthenium‐dihydride, which is considered …"
3,"In this paper, we report the catalytic activity of a series of ruthenium (II) complexes containing phosphorus-nitrogen bidentated (P-N) ligands in the hydrogenation of furfural via hydrogen transfer reaction using two hydrogen donor sources: 2-propanol in basic medium and formic acid under mild conditions. The results showed that all the ruthenium complexes studied are catalytically active in the hydrogenation of furfural by hydrogen transfer reaction; they showed 100% conversion with both hydrogen sources. However, selectivities towards the formation of furfuryl alcohol were better when formic acid was used. It was also found that the reaction studied in a basic medium competes with the Cannizzaro reaction, obtaining furfuryl alcohol and furoic acid in a 70/30 ratio; on the other hand, using formic acid as the hydrogen source yields furfuryl alcohol with 100% selectivity. Although formic acid can be used as a …"
3,"A series of a new type of tetracyclic carbazolequinones incorporating a carbonyl group at the ortho position relative to the quinone moiety was synthesized and analyzed by tandem electrospray ionization mass spectrometry (ESI/MS-MS), using Collision-Induced Dissociation (CID) to dissociate the protonated species. Theoretical parameters such as molecular electrostatic potential (MEP), local Fukui functions and local Parr function for electrophilic attack as well as proton affinity (PA) and gas phase basicity (GB), were used to explain the preferred protonation sites. Transition states of some main fragmentation routes were obtained and the energies calculated at density functional theory (DFT) B3LYP level were compared with the obtained by ab initio quadratic configuration interaction with single and double excitation (QCISD). The results are in accordance with the observed distribution of ions. The nature of the substituents in the aromatic ring has a notable impact on the fragmentation routes of the molecules."
3,"Aminocarbonylation of aryl halides, homogeneously catalysed by palladium, is an efficient method that can be employed for obtaining amides for pharmaceutical and synthetic applications. In this work, palladium (II) complexes containing P^N ligands were studied as catalysts in the aminocarbonylation of iodobenzene in the presence of diethylamine. Two types of systems were used: a palladium (II) complex formed in situ; and one prepared prior to the catalytic reaction. In general, the palladium complexes studied achieved high conversions in an average reaction time of less than 2 hr, which is less than that for the standard system (Pd (II)/PPh3) used. The pre‐synthesized complexes were faster than their in situ counterparts, as the latter require an induction time to form the Pd/P^N species. The structure and electronic properties of the ligand P^N can influence both the activity and the selectivity of the reaction …"
3,"This work describes the synthesis and characterization of Ru(II) compounds with general formula cis-Cl- cis-P cis-N- RuCl2(PN)2 (where PN represents a heterobidentate PN-donor chelated ligand) and their application as catalysts in the reduction of acetophenone and imines hydrogenation via hydrogen transfer reaction using 2-propanol as the hydrogen source. Single crystal diffraction analysis for all synthesized ruthenium complexes shows non-regular octahedral coordination around the metal. All the synthesized Ru(II) complexes achieved high conversions and turnover frequencies in hydrogen transfer reaction to acetophenone (830 h−1) and imine hydrogenation (760 h−1 for N-benzylideneaniline). The complex (dichloro bis-(8-(diphenylphosphino)quinoline)ruthenium(II)) (RuL2) achieved high conversion in imine hydrogenation, while the complex(dichloro bis-(N-(diphenylphosphino)pyridin-2-amine …"
3,"The catalytic reduction of imines to obtain secondary amines is an important route in the synthesis of molecules of biological or pharmaceutical interest. A series of new nickel (II) complexes bearing phosphorous-nitrogen (P,N) or phosphorous-nitrogen-phosphorous (P,N,P) ligands were characterized and studied as catalysts in hydrogen transfer reaction of imines, using formic acid as a hydrogen source, while avoiding the use of molecular hydrogen (H2). The complexes, of general formula NiCl2(L), [Ni(L)2](CF3SO3)2 (in which L is a P,N ligand) and [NiCl(L)]Cl (in the case of a tridentate PNP ligand), were active catalysts in the imine hydrogen, with turnover frequencies (TOF) up to 373 h−1 with NiCl2L1 complex (L1 = 2-(diphenylphosphinoamino) pyridine) and N-benzylideneaniline as substrate, while a [Ni(L)2](CF3SO3)2 complex bearing the same P,N ligand achieved a slightly lower activity (TOF = 320 h−1 …"
3,"The arylhalide aminocarbonylation reaction is important because several pharmaceutical and industrial products can be obtained through a catalytic process. For example, some steroidal skeleton can be functionalized by adding a carboxamide moiety, which improves or creates enzyme inhibitory properties [1]. Catalyzed by palladium complexes, aminocarbonylation seems to be an interesting way to get these products [2]. Complexes of Palladium (II) containing nitrogen-phosphorus ligands have been studied in the styrene alkoxycarbonylation reaction [3], showing good activity and selectivity. It is interesting to study the effects of these ligands in the aminocarbonylation reaction and to analyze how the electronic properties of these ligands can improve the catalytic activity. Furthermore, these compounds can act as heterobidentated hemilabile ligands, since phosphorus and nitrogen atoms have different affinities …"
3,"The Epstein-Barr virus (EBV) infects more than 90% of the human population, playing a key role in the origin and progression of malignant and non-malignant diseases. Many attempts have been made to classify EBV according to clinical or epidemiological information; however, these classifications show frequent incongruences. For instance, they use a small subset of genes for sorting strains but fail to consider the enormous genomic variability and abundant recombinant regions present in the EBV genome. These could lead to diversity overestimation, alter the tree topology and misinterpret viral types when classified, therefore, a reliable EBV phylogenetic classification is needed to minimize recombination signals. Recombination events occur 2.5-times more often than mutation events, suggesting that recombination has a much stronger impact than mutation in EBV genomic diversity, detected within common …"
3,"Fucoidans are sulphated polysaccharides that can be obtained from brown seaweed and marine invertebrates. They have anti-cancer properties, through their targeting of several signaling pathways and molecular mechanisms within malignant cells. This review describes the chemical structure diversity of fucoidans and their similarity with other molecules such as glycosaminoglycan, which enable them to participation in diverse biological processes. Furthermore, this review summarizes their influence on the development of metastasis and drug resistance, which are the main obstacles to cure cancer. Finally, this article discusses how fucoidans have been used in clinical trials to evaluate their potential synergy with other anti-cancer therapies."
3,"Chikungunya virus (CHIKV) is a mosquito-borne pathogen that emerged in Brazil by late 2014. In the country, two CHIKV foci characterized by the East/Central/South Africa and Asian genotypes, were established in North and Northeast regions. We characterized, by phylogenetic analyses of full and partial genomes, CHIKV from Rio de Janeiro state (2014-2015). These CHIKV strains belong to the Asian genotype, which is the determinant of the current Northern Brazilian focus, even though the genome sequence presents particular single nucleotide variations. This study provides the first genetic characterisation of CHIKV in Rio de Janeiro and highlights the potential impact of human mobility in the spread of an arthropod-borne virus."
3," Simple Summary Colorectal cancer is one of the most common neoplasia worldwide. Metastasis in lymph nodes and distant organs indicates poor prognosis; However, the influence of DNA methylation over colorectal metastasis is not well understood. We investigated the genome-wide DNA methylation profile of normal, primary tumour and lymph node metastasis of colon, finding a specific signature of early metastasis, present in primary tumour, that allowed a better understanding of colon cancer spread. In addition, the hypermethylation of FIGN, HTRA3, BDNF, HCN4 and STAC2 could be utilised in primary tumour as biomarkers of colorectal cancer prognosis. Abstract Colorectal cancer is a heterogeneous disease caused by both genetic and epigenetics factors. Analysing DNA methylation changes occurring during colorectal cancer progression and metastasis formation is crucial for the identification of novel epigenetic markers of patient prognosis. Genome-wide methylation sequencing of paired samples of colon (normal adjacent, primary tumour and lymph node metastasis) showed global hypomethylation and CpG island (CGI) hypermethylation of primary tumours compared to normal. In metastasis we observed high global and non-CGI regions methylation, but lower CGI methylation, compared to primary tumours. Gene ontology analysis showed shared biological processes between hypermethylated CGIs in metastasis and primary tumours. After complementary analysis with The Cancer Genome Atlas (TCGA) cohort, FIGN, HTRA3, BDNF, HCN4 and STAC2 genes were found associated with poor survival …"
3,"Ovarian cancer is a significant cancer-related cause of death in women worldwide. The most used chemotherapeutic regimen is based on carboplatin (CBDCA). However, CBDCA resistance is the main obstacle to a better prognosis. An in vitro drug-resistant cell model would help in the understanding of molecular mechanisms underlying this drug-resistance phenomenon. The aim of this study was to characterize cellular and molecular changes of induced CBDCA-resistant ovarian cancer cell line A2780. The cell selection strategy used in this study was a dose-per-pulse method using a concentration of 100 μM for 2 h. Once 20 cycles of exposure to the drug were completed, the cell cultures showed a resistant phenotype. Then, the ovarian cancer cell line A2780 was grown with 100 μM of CBDCA (CBDCA-resistant cells) or without CBDCA (parental cells). After, a drug sensitivity assay, morphological analyses, cell death assays and a RNA-seq analysis were performed in CBDCA-resistant A2780 cells. Microscopy on both parental and CBDCA-resistant A2780 cells showed similar characteristics in morphology and F-actin distribution within cells. In cell-death assays, parental A2780 cells showed a significant increase in phosphatidylserine translocation and caspase-3/7 cleavage compared to CBDCA-resistant A2780 cells (P < 0.05 and P < 0.005, respectively). Cell viability in parental A2780 cells was significantly decreased compared to CBDCA-resistant A2780 cells (P < 0.0005). The RNA-seq analysis showed 156 differentially expressed genes (DEGs) associated mainly to molecular functions. CBDCA-resistant A2780 ovarian cancer …"
3," Human T-lymphotropic virus type 1 (HTLV-1) has a global spread, and it is estimated that around 20 million persons are infected. Seven major genetic subtypes are recognized. However, there are complete genomes only from the HTLV-1a (cosmopolitan) and HTLV-1c (Melanesian) subtypes. Here, the first full-length genome of an HTLV-1b strain, a subtype so far restricted to Central African countries, is revealed. The genome size of HTLV-1b SF26, a strain isolated in Brazil, was determined to be 8,267 bp. The genomic analysis showed that all characteristic regions and genes of a prototypic HTLV-1 virus are conserved. This genome can provide information for further studies on the evolutionary history and pathogenic potential of this human oncovirus."
3,"The lifetime risk of HTLV-1-associated myelopathy/tropical spastic paraparesis (HAM/TSP) development differs among ethnic groups. To better understand these differences, this prospective cohort study was conducted to investigate the cytokine profile and the HTLV-1 proviral load (PVL) in Japanese and non-Japanese populations with HAM/TSP and asymptomatic carriers (ACs). The serum IL-2, IL-4, IL-6, IL-10, IL-17, TNF-α, and IFN-γ levels were quantified using the Cytometric Bead Array in 40 HTLV-1-infected patients (11 HAM/TSP and 29 ACs) and 18 healthy controls (HCs) in Brazil. Among ACs, 15 were Japanese descendants and 14 were non-Japanese. Of 11 patients with HAM/TSP, only one was a Japanese descendant. The HTLV-1 PVL was quantified by real-time PCR. The HTLV-1 PVL was 2.7-fold higher in HAM/TSP patients than ACs. Regardless of the clinical outcome, the PVL was significantly higher in patients younger than 60 years than older patients. The HAM/TSP and ACs had higher IL-10 serum concentrations than that of HCs. The ACs also showed higher IL-6 serum levels than those of HCs. According to age, the IL-10 and IL-6 levels were higher in ACs non-Japanese patients older than 60 years. HAM/TSP patients showed a positive correlation between IL-6 and IL-17 and a negative correlation between the PVL and IL-17 and IFN-γ. In the all ACs, a significant positive correlation was observed between IL-2 and IL-17 and a negative correlation was detected between IL-10 and TNF-α. Only 6.25% of the Japanese patients were symptomatic carriers, compared with 41.67% of the non-Japanese patients. In conclusion, this …"
3,"Parvovirus B19 (B19V) infects individuals worldwide and is associated with an ample range of pathologies and clinical manifestations. B19V is classified into three distinct genotypes, all identified in Brazil. Here, we report a complete sequence of a B19V genotype 1A that was obtained by high-throughput metagenomic sequencing. This genome provides information that will contribute to the studies on B19V epidemiology and evolution."
3,"Photodynamic therapy (PDT) has been used to treat certain types of non-melanoma skin cancer with promising results. However, some skin lesions have not fully responded to this treatment, suggesting a potential PDT-resistant phenotype. Therefore, novel therapeutic alternatives must be identified that improve PDT in resistant skin cancer. In this study, we analyzed the cell viability, intracellular protoporphyrin IX (PpIX) content and subcellular localization, proliferation profile, cell death, reactive oxygen species (ROS) detection and relative gene expression in PDT-resistant HSC-1 cells. PDT-resistant HSC-1 cells show a low quantity of protoporphyrin IX and low levels of ROS, and thus a low rate of death cell. Furthermore, the resistant phenotype showed a downregulation of HSPB1, SLC15A2, FECH, SOD2 and an upregulation of HMBS and BIRC5 genes. On the other hand, epigallocatechin gallate catechin enhanced the MAL-PDT effect, increasing levels of protoporphyrin IX and ROS, and killing 100% of resistant cells. The resistant MAL-PDT model of skin cancer squamous cells (HSC-1) is a reliable and useful tool to understand PDT cytotoxicity and cellular response. These resistant cells were successfully sensitized with epigallocatechin gallate catechin. The in vitro epigallocatechin gallate catechin effect as an enhancer of MAL-PDT in resistant cells is promising in the treatment of difficult skin cancer lesions."
3,"DiscussionThis study unequivocally showed the presence of HTLV-2b infection in a case of chronic spastic paraparesis, clinically indistinguishable from HAM/TSP. This is the first description of HAM/TSP-like illness caused by this HTLV-2 subtype that had not been identified before in Rio de Janeiro/Brazil."
3,"Gastric cancer (GC) is a significant cancer-related cause of death worldwide. The most used chemotherapeutic regimen in GC is based on platinum drugs such as cisplatin (CDDP). However, CDDP resistance reduces advanced GC survival. In vitro drug-resistant cell model would help in the understanding of molecular mechanisms underlying this drug-resistance phenomenon. The aim of this study was to characterize new models of CDDP-resistant GC cell lines (AGS R-CDDP and MKN-28 R-CDDP) obtained through a stepwise increasing drug doses method, in order to understand the molecular mechanisms underlying chemoresistance as well as identify new therapeutic targets for the treatment of GC. Cell viability assays, cell death assays and the expression of resistance molecular markers confirmed that AGS R-CDDP and MKN-28 R-CDDP are reliable CDDP-resistant models. RNA-seq and bioinformatics analyses identified a total of 189 DEGs, including 178 up-regulated genes and 11 down-regulated genes, associated mainly to molecular functions involved in CDDP-resistance. DEGs were enriched in 23 metabolic pathways, among which the most enriched was the inflammation mediated by chemokine and cytokine signaling pathway. Finally, the higher mRNA expression of SERPINA1, BTC and CCL5, three up-regulated DEGs associated to CDDP resistance found by RNA-seq analysis was confirmed. In summary, this study showed that AGS R-CDDP and MKN-28 R-CDDP are reliable models of CDDP resistance because resemble many of resistant phenotype in GC, being also useful to assess potential therapeutic targets for the …"
3,"BackgroundSeveral reports have proposed that the viral load of torque teno virus (TTV) in plasma is a biomarker of immune function in solid organ transplantation (SOT) and in allogeneic hematopoietic stem cell transplantation. Additionally, for the latter one, TTV-DNA quantification in saliva has also been suggested.Aimto investigate the correlation between the TTV viral load and immune function in paired saliva and plasma samples in patients on kidney transplantation.Materials and MethodsTTV-DNA viral load was quantified in paired samples of saliva and plasma from 71 patients before and a short-time after renal-transplantation by real-time PCR.ResultsThe data obtained from 213 paired samples showed a slight consistency in the comparison between saliva and plasma, with prevalence of TTV-DNA being 58%, 52% and 60% in saliva samples and 60%, 73% and 90% in plasma samples before and at 15–20 …"
3,"Background and Objectives The aim of this study was to examine the salivary microbiome in healthy peri-implant sites and those with peri-implantitis. Methods Saliva samples were collected from 21 participants with healthy peri-implant sites and 21 participants with peri-implantitis. The V4 hypervariable region of the 16S rRNA gene was sequenced using the Ion Torrent PGM System (Ion 318TM Chip v2 400). The NGS analysis and composition of the salivary microbiome was determined by taxonomy assignment. Down-stream bioinformatic analyses were performed in QIIME (v 1.9.1). Results Clinical differences according to peri-implant condition status were found. Alpha diversity metrics revealed that the bacterial communities of participants with healthy peri-implant sites tended to have a richer microbial composition than individuals with peri-implantitis. In terms of beta diversity, bleeding on probing (BoP) may influence the microbial diversity. However, no clear partitioning was noted between the salivary microbiome of volunteers with healthy peri-implant sites or volunteers. with peri-implantitis. The highest relative abundance of Stenotrophomonas, Enterococcus and Leuconostoc genus, and Faecalibacterium prausnitzii, Haemophilus parainfluenzae, Prevotella copri, Bacteroides vulgatus and Bacteroides stercoris bacterial species was found in participants with peri-implantitis when compared with those with healthy peri-implant sites. Conclusion Differences in salivary microbiome composition were observed between patients with healthy peri-implant sites and those with peri-implantitis. BoP could affect the diversity (beta diversity) of the …"
3,"Human papillomavirus (HPV) is the most common sexually transmitted infectious agent and is the main cause of cervical cancer (CC). In Chile, CC is the second leading cause of death by cancer in women aged 20-44 years, four times higher than in developed countries. Currently, the detection of HPV infection using a cervical brush is recommended; however, this is an invasive procedure that many women try to avoid. The aim of this study was to evaluate the clinical performance of a self-collected, urine-based HPV detection method using conventional PCR followed by a reverse line blot. A PCR-based HPV genotyping was performed on 190 paired cervical and urine samples from gynecological exams at public health centers in the Araucania Region, Chile. HPV DNA detection and genotyping were performed by PCR and reverse line blot assay. Carcinogenic HPV types were present in 64.7% and 65.8% of the …"
3,"We characterised and reported the first full-length genomes of Human T-cell Lymphotropic Virus Type 1 subgroup HTLV-1aD (CV21 and CV79). This subgroup is one of the major determinants of HTLV-1 infections in North and West Africa, and recombinant strains involving this subgroup have been recently demonstrated. The CV21 and CV79 strains from Cape Verde/Africa were characterised as pure HTLV-1aD genomes, comparative analyses including HTLV-1 subtypes and subgroups revealed HTLV-1aD signatures in the envelope, pol, and pX regions. These genomes provide original information that will contribute to further studies on HTLV-1a epidemiology and evolution."
3," Simple Summary The Epstein-Barr virus (EBV) has been implicated in several human neoplastic diseases. The EBV-1 can transform B cells into LCL more efficiently than EBV-2, and EBV-2 preferentially infects T-cell lymphocytes. The EBNA3A oncoprotein has an essential role in B-cell transformation. The six peptide motifs called nuclear localization signals (NLSs) from EBNA3A ensure nucleocytoplasmic protein trafficking. Multiple NLSs have been suggested to enhance EBNA3 function or different specificities to different cell types; however, a comprehensive assessment of their genetic variability has not been addressed. Our objective was to study the NLSs’ variability and their relationship with EBV types. Based on a comprehensive analysis of over a thousand EBNA3A sequences from different clinical manifestations and geographic locations, we found that EBNA3A from EBV-2 has two of the six NLSs altered, and genetic patterns in the NLSs are associated with EBV-1 and EBV-2. Abstract The Epstein–Barr virus (EBV) is a globally dispersed pathogen involved in several human cancers of B-cell and non-B-cell origin. EBV has been classified into EBV-1 and EBV-2, which have differences in their transformative ability. EBV-1 can transform B-cells into LCL more efficiently than EBV-2, and EBV-2 preferentially infects T-cell lymphocytes. The EBNA3A oncoprotein is a transcriptional regulator of virus and host cell genes, and is required in order to transform B-cells. EBNA3A has six peptide motifs called nuclear localization signals (NLSs) that ensure nucleocytoplasmic protein trafficking. The presence of multiple …"
3,"Human T-cell lymphotropic virus type 1 (HTLV-1) is a globally-spread virus. It is estimated that there are about 5–10 million infected people in the world. HTLV is endemic in Chile, with higher seroprevalence among indigenous people. However, little is known about HTLV-1 genetic diversity, its introduction and dispersion in this country. To gain insights into these issues, a phylogenetic dating analysis was conducted based on Chilean and closed related long terminal repeat sequences. The time tree reconstruction showed that the introduction of HTLV-1aA occurred several times in Chile. It was hypothesized that these introductions took place at least in two different historical moments: (i) during the ancient human migrations and (ii) during/after the European colonization of South America. The present study contributes toward understanding the evolutionary history of HTLV-1 in Chile and South America."
3,"HTLV-1 infects approximately 5-10 millions of individuals in the world and the majority of them remain lifelong asymptomatic carriers (AC). However, up to 5% of HTLV-1 patients may present inflammatory neurological or proliferative disorders as HTLV-1-associated myelopathy/tropical spastic paraparesis (HAM/TSP) and adult T-cell leukemia (ATL), respectively. In HAM/TSP, the spinal cord inflammation, leads to a chronic disabling disturbance. In ATL, HTLV induces T-cell proliferation and transformation, with a lethal consequence to the host. 1 High proviral load is associated with disease progression. However, factors that may influence viral replication are unclear. Some viral encoded proteins, such as p12, induces infected T-cell proliferation and stimulates immune evasion. 2-15 Previous studies demonstrated that mutations in p12 may influence the HTLV-1 infection outcome. 3, 5, 8, 16, 17 Here, we identified, at …"
3,"Chemoresistance is a significant clinical challenge, limiting the drug response in cancer. Several mechanisms associated with drug resistance have been characterized, and the role of epigenetics in generating resistance to platinum-based drugs has been clarified. Epigenetic mechanisms such as DNA methylation, histone modification, long noncoding RNA, and microRNA affect the expression of genes implicated in absorption, distribution, metabolism and excretion (ADME) of drugs, and other non-ADME genes that encode enzymes involved in the processes of cell proliferation, DNA repair, apoptosis and signal transduction key in the development of chemoresistance in cancer, specifically in platinum-based drugs. This review summarizes current discoveries in epigenetic regulation implicated in platinum drug resistance in cancer and the main clinical trials based on epigenetic therapy, evaluating their potential …"
3,"The Ski2-like RNA helicase Brr2 is a core component of the spliceosome that must be tightly regulated to ensure correct timing of spliceosome activation. Little is known about mechanisms of regulation of Ski2-like helicases by protein cofactors. Here we show by crystal structure and biochemical analyses that the Prp8 protein, a major regulator of the spliceosome, can insert its C-terminal tail into Brr2’s RNA-binding tunnel, thereby intermittently blocking Brr2’s RNA-binding, adenosine triphosphatase, and U4/U6 unwinding activities. Inefficient Brr2 repression is the only recognizable phenotype associated with certain retinitis pigmentosa–linked Prp8 mutations that map to its C-terminal tail. Our data show how a Ski2-like RNA helicase can be reversibly inhibited by a protein cofactor that directly competes with RNA substrate binding."
3,"There is great interest in the food, cosmetic and pharmaceutical industry in the use of proteins and polysaccharides as natural hydrocolloids to create novel emulsion systems with improved stability and functionality. For example, the electrostatic interaction between proteins and polysaccharides may be used to form oil-in-water (O/W) emulsions with multilayered interfacial membranes around oil droplets or multilayer emulsions. This type of emulsions have been developed using the layer-by-layer (LbL) technique, which consists of direct adsorption of an oppositely charged polyelectrolyte layer (e.g. polysaccharides) on a primary layer of ionic emulsifiers (e.g. proteins). The polymeric structure and electrical charge of proteins make them a special class of compounds very suitable for its utilization in the LbL technique. In recent years, the utilization of proteins as emulsifiers in food and pharmaceutical industry has …"
3,"The use of supplements derived of natural sources as legumes and other grains have attracted great interest and it is highly desirable that the products used are free of genetetically modified organisms and low cost. However, due to the consumers' preference for refined white bread, it is necessary to find a balance between nutrition and palatability in order to reach a larger population, therefore we tested three ingredients: lupine grit flour of a novel variety with the highest protein content available (AluProt-CGNA®, 60% of protein, dry matter), lupine hulls flour and flaxseed expeller flour (Kallfu-CGNA ®, good source dietary fibre). This work presents the results on the dough rheological properties of different combinations of the main ingredients with wheat flour and also a consumer's acceptability test, conducted on 259 volunteers using the bread estimated as the best by its balance between rheology and nutritional …"
3,"For each round of pre-mRNA splicing, a spliceosome is assembled anew on its substrate. RNA-protein remodeling events required for spliceosome assembly, splicing catalysis, and spliceosome disassembly are driven and controlled by a conserved group of ATPases/RNA helicases. The activities of most of these enzymes are timed by their recruitment to the spliceosome. The Brr2 enzyme, however, which mediates spliceosome catalytic activation, is a stable subunit of the spliceosome, and thus, requires special regulation. Recent structural and functional studies have revealed diverse mechanisms whereby an RNaseH-like and a Jab1/MPN-like domain of the Prp8 protein regulate Brr2 activity during splicing both positively and negatively. Reversible Brr2 inhibition might in part be achieved via an intrinsically unstructured element of the Prp8 Jab1/MPN domain, a concept widespread in biological systems …"
3,"Pickering stabilizers exhibit unique interfacial properties; however, only limited types of these particles are available for the food industry. Therefore, the main aim of this study was to develop a food-grade Pickering stabilizer using a protein isolate obtained from the protein-rich lupin variety AluProt-CGNA® (LPIA). Lupin protein aggregate particles (LP-APs), obtained from LPIA, were produced through a facile and scalable technology based on heat-induced particle formation. LP-APs with high surface charge and partial wettability were effective for stabilizing O/W emulsions. These emulsions were prepared by using high-speed homogenization with LP-APs dispersions. The creaming index, microstructure and physicochemical properties of Pickering emulsions were investigated.The results showed that LP-APs exhibit great potential to perform as stabilizers for O/W Pickering emulsions (O/W). Additionally, LP-APs …"
3," The use of vegetable proteins as food ingredient is becoming increasingly important due to their high versatility and environmental acceptability. This work describes a chemical characterization and techno‐functional properties (emulsifying and foaming properties) of 3 protein fractions obtained from a protein‐rich novel lupin variety, AluProt‐CGNA®. This nongenetically modified variety have a great protein content in dehulled seeds (60.6 g protein/100 g, dry matter), which is higher than soybean and other lupin varieties. A simple procedure was utilized to obtain 3 different fractions by using alkali solubilization and isoelectric precipitation. Fractions 1 and 3 were mainly composed of protein and polysaccharides (NNE), whereas fraction 2 was mainly composed by protein (97%, w/w). Fraction 3 presented interesting and potential foaming properties in comparison to the other fractions evaluated in the study. Besides …"
3,"Spray drying is the most commonly used technique for the production of dry flavorings. However, the high temperatures used in this process can lead to the loss of volatile molecules. Therefore, the objective of this study was to develop different multilayer emulsions as an effective flavor encapsulation system for improving the retention of d-limonene during spray-drying. Thus, the multilayer O/W emulsions were prepared by using protein isolate from a novel protein-rich lupin variety, AluProt-CGNA® (LPIA), and different ionic food grade polysaccharides (chitosan, alginate, pectin and xanthan gum), and their stability under different environmental stresses was evaluated. Besides, the emulsions were dried at a laboratory scale spray-drier, and the total amount of flavor compounds in the powder was measured. The results showed that the emulsions stabilized with LPIA (mono-layered) were unstable to aggregation at …"
3," In recent years, interest in plant-based proteins has been rising due to ethical and sustainability issues. In this context, the production of protein concentrates and isolates from new plant sources have increased enormously because of their nutritional and techno-functional properties. Therefore, this work describes a pilot process for obtaining protein-rich ingredients from a yellow lupin variety (Lupinus luteus) developed by the Agriaquaculture Nutritional Genomic Center (CGNA). A protein alkaline solubilisation followed by isoelectric precipitation was used as a method for obtaining a protein concentrate (LPC) and isolate (LPI) with 75 and 95% protein, respectively. The changes in the protein quality and chemical composition during the protein concentration process from lupin flour were evaluated. Thus, nutritional parameters such as the amino acids (AAs) profile, essential amino acid index (EAAI), chemical score …"
3,"Ferredoxin NADP(H) oxidoreductases (EC 1.18.1.2) (FNR) are flavoenzymes present in photosynthetic organisms; they are relevant for the production of reduced donors to redox reactions, i.e. in photosynthesis, the reduction of NADP+ to NADPH using the electrons provided by Ferredoxin (Fd), a small FeS  soluble protein acceptor of electrons from PSI in chloroplasts. In rhodophyta no information about this system has been reported, this work is a contribution to the molecular and functional characterization of FNR from Gracilaria chilensis, also providing a structural analysis of the complex FNR/Fd. The biochemical and kinetic characterization of FNR was performed from the enzyme purified from phycobilisomes enriched fractions. The sequence of the gene that codifies for the enzyme, was obtained using primers designed by comparison with sequences of Synechocystis and EST from Gracilaria. 5′RACE was used to confirm the absence of a CpcD domain in FNRPBS of Gracilaria chilensis. A three dimensional model for FNR and Fd, was built by comparative modeling and a model for the complex FNR: Fd by docking. The kinetic analysis shows KM                            NADPH of 12.5 M and a k                            cat of 86 s−1, data consistent with the parameters determined for the enzyme purified from a soluble extract. The sequence for FNR was obtained and translated to a protein of 33646 Da. A FAD and a NADP+ binding domain were clearly identified by sequence analysis as well as a chloroplast signal sequence. Phycobilisome binding domain, present in some cyanobacteria was absent.  Transcriptome analysis of Gch revealed the presence of …"
